,country,year,hap_score,region,population,GDP
0,Switzerland,2015,1.0,Europe,8282396.0,702149580770.901
1,Switzerland,2016,0.9963211426098249,Europe,8373338.0,695600652899.283
2,Switzerland,2017,0.9911229933205888,Europe,8451840.0,704478516963.855
3,Switzerland,2018,0.9693251533742332,Europe,8514329.0,735539301552.674
4,Switzerland,2019,0.9383269312846778,Europe,8575280.0,731767398052.879
5,Switzerland,2020,0.9525353362056024,Europe,8636561.0,752248045730.11
6,Iceland,2015,0.9945240101095199,Europe,330815.0,17517210519.0912
7,Iceland,2016,0.9945899156026833,Europe,335439.0,20793168030.9524
8,Iceland,2017,0.9931874501069523,Europe,343400.0,24728285177.4603
9,Iceland,2018,0.9710175587053098,Europe,352721.0,26267063757.5495
10,Iceland,2019,0.9413145539906103,Europe,360563.0,24857740445.0401
11,Iceland,2020,0.9419664678282932,Europe,366463.0,21718075725.2054
12,Denmark,2015,0.9873631002527382,Europe,5683483.0,302673070846.857
13,Denmark,2016,1.0,Europe,5728010.0,313115929314.339
14,Denmark,2017,0.996903314820457,Europe,5764980.0,332121063806.391
15,Denmark,2018,0.9837105986883858,Europe,5793636.0,356841216410.068
16,Denmark,2019,0.9639351259069567,Europe,5814422.0,347561349210.979
17,Denmark,2020,0.9688846883089915,Europe,5831404.0,356084867685.639
18,Norway,2015,0.9863100252737996,Europe,5188607.0,385801550067.169
19,Norway,2016,0.9939407054750053,Europe,5234519.0,368827142857.143
20,Norway,2017,1.0,Europe,5276968.0,398393955268.99
21,Norway,2018,0.9919610746773851,Europe,5311916.0,436999692591.454
22,Norway,2019,0.9541186513017499,Europe,5347896.0,404941363636.364
23,Norway,2020,0.938818694967891,Europe,5379475.0,362198318435.26
24,Canada,2015,0.966301600673968,North America,35702908.0,1556508816217.14
25,Canada,2016,0.973598788141095,North America,36109487.0,1527994741907.43
26,Canada,2017,0.9543765090963039,North America,36545236.0,1649265644244.09
27,Canada,2018,0.9356885974190818,North America,37065084.0,1725329192783.02
28,Canada,2019,0.8952198036705078,North America,37601230.0,1742015045482.31
29,Canada,2020,0.8899996056125811,North America,38037204.0,1645423407568.36
30,Finland,2015,0.9618786857624264,Europe,5479531.0,234440080998.273
31,Finland,2016,0.975546418524129,Europe,5495303.0,240607907010.383
32,Finland,2017,0.9859619497934,Europe,5508214.0,255016517537.983
33,Finland,2018,1.0,Europe,5515525.0,275580448365.235
34,Finland,2019,1.0,Europe,5521606.0,268508200125.49
35,Finland,2020,1.0,Europe,5529543.0,269594831987.549
36,Netherlands,2015,0.9559814658803708,Europe,16939923.0,765264949780.999
37,Netherlands,2016,0.959532568708072,Europe,17030314.0,783528181704.567
38,Netherlands,2017,0.9669693804892194,Europe,17131296.0,831809944960.879
39,Netherlands,2018,0.9595938227205414,Europe,17231624.0,913597086062.599
40,Netherlands,2019,0.9400341442594964,Europe,17344874.0,910194347568.626
41,Netherlands,2020,0.9313594839186607,Europe,17441500.0,913865395789.886
42,Sweden,2015,0.9530328559393431,Europe,9799186.0,505103781349.757
43,Sweden,2016,0.9491452066652241,Europe,9923085.0,515654671469.547
44,Sweden,2017,0.9477703851941486,Europe,10057698.0,541018749769.097
45,Sweden,2018,0.9327268880896976,Europe,10175214.0,555455371487.089
46,Sweden,2019,0.9090909090909091,Europe,10278887.0,533879529188.454
47,Sweden,2020,0.9131595654314988,Europe,10353442.0,541220059459.25
48,New Zealand,2015,0.9366048862679023,Oceania,4609400.0,178064471137.921
49,New Zealand,2016,0.9584505518286085,Oceania,4714100.0,188943457301.474
50,New Zealand,2017,0.9539636571145191,Oceania,4813600.0,206950600690.395
51,New Zealand,2018,0.9348423947535435,Oceania,4900600.0,212225726657.864
52,New Zealand,2019,0.9014084507042254,Oceania,4979300.0,212891048340.608
53,New Zealand,2020,0.9028768830933303,Oceania,5084300.0,210700848973.509
54,Australia,2015,0.936183656276327,Oceania,23815995.0,1350534154255.76
55,Australia,2016,0.9539060809348624,Oceania,24190907.0,1206685107002.47
56,Australia,2017,0.9477703851941486,Oceania,24601860.0,1326882872011.46
57,Australia,2018,0.9238417601015444,Oceania,24982688.0,1428529571351.06
58,Australia,2019,0.8845497225778916,Oceania,25365745.0,1391952510370.48
59,Australia,2020,0.8882253616742769,Oceania,25693267.0,1327836171068.51
60,Israel,2015,0.9349199663016008,Asia,8380100.0,300078278118.434
61,Israel,2016,0.9439515256438,Asia,8546000.0,319024417316.889
62,Israel,2017,0.9331130570148692,Asia,8713300.0,355277223507.485
63,Israel,2018,0.8269515548973979,Asia,8882800.0,373641241440.789
64,Israel,2019,0.8655569782330346,Asia,9054000.0,397934596952.56
65,Israel,2020,0.8702545013320204,Asia,9215100.0,407100736594.064
66,Austria,2015,0.9184919966301603,Europe,8642699.0,381817565893.574
67,Austria,2016,0.9119238260116858,Europe,8736668.0,395568644341.038
68,Austria,2017,0.8903798252998238,Europe,8797566.0,416230497429.163
69,Austria,2018,0.8957055214723926,Europe,8840521.0,454945881027.378
70,Austria,2019,0.8883909517712335,Europe,8879920.0,445011872704.47
71,Austria,2020,0.901846668295382,Europe,8916864.0,433258467676.515
72,Mexico,2015,0.9157540016849203,North America,121858251.0,1171867608197.72
73,Mexico,2016,0.8381302748322873,North America,123333379.0,1078490651625.31
74,Mexico,2017,0.8020231026810822,North America,124777326.0,1158913035796.37
75,Mexico,2018,0.7579860376560187,North America,126190782.0,1222408203104.3
76,Mexico,2019,0.7494664959453691,North America,127575529.0,1269433932805.91
77,Mexico,2020,0.7436567755244431,North America,128932753.0,1073915880822.5
78,United States,2015,0.9014321819713563,North America,320738994.0,18238300569000.0
79,United States,2016,0.9086777753732957,North America,323071755.0,18745075687000.0
80,United States,2017,0.8876960905407832,North America,325122128.0,19542979183000.0
81,United States,2018,0.842183202877089,North America,326838199.0,20611860934000.0
82,United States,2019,0.81284677763551,North America,328329953.0,21433224697000.0
83,United States,2020,0.8341981604803939,North America,331501080.0,20953030000000.0
84,Brazil,2015,0.8727885425442293,South America,204471759.0,1802211999538.68
85,Brazil,2016,0.875784462237611,South America,206163056.0,1795693265810.23
86,Brazil,2017,0.8137902701104285,South America,207833825.0,2063514688761.98
87,Brazil,2018,0.7433890416754811,South America,209469320.0,1916933708381.89
88,Brazil,2019,0.6865130174989329,South America,211049519.0,1877824273720.78
89,Brazil,2020,0.7266015100037955,South America,212559409.0,1444733258971.65
90,Luxembourg,2015,0.8649957877000842,Europe,569604.0,60047430684.2639
91,Luxembourg,2016,0.8582557887903052,Europe,582014.0,62174650367.2216
92,Luxembourg,2017,0.8608587429503731,Europe,596336.0,65549868206.9418
93,Luxembourg,2018,0.8472604188703196,Europe,607950.0,71250208995.6425
94,Luxembourg,2019,0.8551002987622706,Europe,620001.0,70195715495.5136
95,Luxembourg,2020,0.8910298206013034,Europe,630419.0,73353132793.7076
96,Ireland,2015,0.8637320977253583,Europe,4701957.0,291462799328.949
97,Ireland,2016,0.8660463103224411,Europe,4755335.0,298725229419.215
98,Ireland,2017,0.8843930778090636,Europe,4807388.0,334602299873.029
99,Ireland,2018,0.8614343135180877,Europe,4867316.0,384853685231.018
100,Ireland,2019,0.84037558685446,Europe,4934340.0,399122063504.148
101,Ireland,2020,0.863596447126607,Europe,4985674.0,425888950992.003
102,Belgium,2015,0.8631002527379952,Europe,11274196.0,462149679343.822
103,Belgium,2016,0.8708071845920797,Europe,11331422.0,475739588764.759
104,Belgium,2017,0.8666390644502413,Europe,11375158.0,501522868356.441
105,Belgium,2018,0.8508567801988576,Europe,11427054.0,543008499294.079
106,Belgium,2019,0.8194622279129321,Europe,11488980.0,535288715239.999
107,Belgium,2020,0.8196802712088178,Europe,11544241.0,521861292586.616
108,United Arab Emirates,2015,0.8555181128896377,Asia,9262896.0,358135057862.492
109,United Arab Emirates,2016,0.7937675827742914,Asia,9360975.0,357045064669.843
110,United Arab Emirates,2017,0.8164739064307511,Asia,9487206.0,385605506848.196
111,United Arab Emirates,2018,0.8184895282420139,Asia,9630966.0,422215043594.282
112,United Arab Emirates,2019,0.7985488689714042,Asia,9770526.0,417215559513.364
113,United Arab Emirates,2020,0.8058109854617175,Asia,9890400.0,358868765174.924
114,United Kingdom,2015,0.8483572030328561,Europe,65116219.0,2956573778737.76
115,United Kingdom,2016,0.826660895909976,Europe,65611593.0,2722851958486.23
116,United Kingdom,2017,0.8300991046555665,Europe,66058859.0,2699016715111.39
117,United Kingdom,2018,0.9064946054580072,Europe,66460344.0,2900791442554.06
118,United Kingdom,2019,0.8474178403755869,Europe,66836327.0,2878673912414.44
119,United Kingdom,2020,0.8771033157699203,Europe,67215293.0,2759804061837.07
121,Singapore,2015,0.8338247683235047,Asia,5535002.0,308004146057.608
122,Singapore,2016,0.8296905431724735,Asia,5607283.0,318763807455.664
123,Singapore,2017,0.8007844482970081,Asia,5612253.0,343337750742.27
124,Singapore,2018,0.7273111910302518,Asia,5638676.0,375981539145.907
125,Singapore,2019,0.6784037558685445,Asia,5703569.0,374386306993.109
126,Singapore,2020,0.7268876960429358,Asia,5685807.0,339998477929.985
127,Panama,2015,0.8312973883740523,North America,3968490.0,54091713775.5634
128,Panama,2016,0.8214672148885521,North America,4037073.0,57907695408.9392
129,Panama,2017,0.7760115574929615,North America,4106764.0,62202725204.4646
130,Panama,2018,0.7457160990057118,North America,4176868.0,64929409212.4566
131,Panama,2019,0.6909944515578318,North America,4246440.0,66984427150.321
132,Panama,2020,0.7130947325505302,North America,4314768.0,53977036995.1729
133,Germany,2015,0.8237152485256951,Europe,81686611.0,3356235704119.75
134,Germany,2016,0.8848734040251028,Europe,82348669.0,3467498002104.33
135,Germany,2017,0.8790256082909824,Europe,82657002.0,3681732583768.5
136,Germany,2018,0.8588957055214724,Europe,82905782.0,3975347237442.99
137,Germany,2019,0.8326931284677764,Europe,83092962.0,3888326788627.44
138,Germany,2020,0.8601815915882499,Europe,83160871.0,3846413928653.71
139,Chile,2015,0.8068660488626791,South America,17969356.0,243919079437.422
140,Chile,2016,0.8223328283921228,South America,18209072.0,250440149690.846
141,Chile,2017,0.8172997088330405,South America,18470435.0,277034675515.684
142,Chile,2018,0.7554474296594034,South America,18729166.0,297571693064.193
143,Chile,2019,0.7172428510456679,South America,18952035.0,279385487344.492
144,Chile,2020,0.6985386365565828,South America,19116209.0,252940023046.007
145,France,2015,0.7868576242628477,Europe,66548272.0,2438207896251.84
146,France,2016,0.7732092620644881,Europe,66724104.0,2471285607081.72
147,France,2017,0.773947100706598,Europe,66918020.0,2588740901639.81
148,France,2018,0.7581975883224031,Europe,67101930.0,2789593979064.58
149,France,2019,0.7488262910798121,Europe,67248926.0,2728870246705.88
150,France,2020,0.7815826039317063,Europe,67379908.0,2630317731455.26
151,Argentina,2015,0.7866470092670599,South America,43131966.0,594749285413.212
152,Argentina,2016,0.8104306427180265,South America,43590368.0,557531376217.967
153,Argentina,2017,0.8063583438059837,South America,44044811.0,643628665302.155
154,Argentina,2018,0.7368309710175587,South America,44494502.0,524819742918.669
155,Argentina,2019,0.6408450704225352,South America,44938712.0,451932356085.842
156,Argentina,2020,0.6501201712182052,South America,45376763.0,389288056265.325
157,Czech Republic,2015,0.7721145745577086,Europe,10546059.0,188033050459.881
158,Czech Republic,2016,0.7987448604198225,Europe,10566332.0,196272068576.338
159,Czech Republic,2017,0.8084228005923452,Europe,10594438.0,218628940951.675
160,Czech Republic,2018,0.8051618362597843,Europe,10629928.0,248950103352.137
161,Czech Republic,2019,0.8043107127614171,Europe,10671870.0,252498032247.163
162,Czech Republic,2020,0.8287229659638659,Europe,10697858.0,245339322066.759
163,Uruguay,2015,0.7679022746419547,South America,3412013.0,53274304222.136
164,Uruguay,2016,0.7877082882492966,South America,3424139.0,57236652490.1699
165,Uruguay,2017,0.7764244094747462,South America,3436645.0,64233966861.2518
166,Uruguay,2018,0.7349270150200972,South America,3449290.0,64515038268.1373
167,Uruguay,2019,0.6850192061459667,South America,3461731.0,61231149880.5857
168,Uruguay,2020,0.7389065065963113,South America,3473727.0,53628827440.3582
169,Colombia,2015,0.7662173546756531,South America,47520667.0,293481748240.779
170,Colombia,2016,0.7738584721921662,South America,48175048.0,282825009887.458
171,Colombia,2017,0.7563996117773859,South America,48909844.0,311883730690.129
172,Colombia,2018,0.70975248572033,South America,49661056.0,334198214706.209
173,Colombia,2019,0.6491677336747759,South America,50339443.0,323429888934.257
174,Colombia,2020,0.6861192929855489,South America,50882884.0,271437596293.843
175,Thailand,2015,0.7615838247683236,Asia,68714519.0,401296437424.995
176,Thailand,2016,0.7723436485609175,Asia,68971313.0,413366150655.591
177,Thailand,2017,0.7702311375543756,Asia,69209817.0,456356961443.497
178,Thailand,2018,0.6699809604400254,Asia,69428454.0,506611070188.362
179,Thailand,2019,0.6241997439180538,Asia,69625581.0,544263840039.166
180,Thailand,2020,0.6547177954461738,Asia,69799978.0,501643653514.925
181,Saudi Arabia,2015,0.7523167649536647,Asia,31717676.0,654269902880.0
182,Saudi Arabia,2016,0.7517853278511144,Asia,32443443.0,644935541440.0
183,Saudi Arabia,2017,0.7537158770183453,Asia,33101183.0,688586244293.333
184,Saudi Arabia,2018,0.7332346096890207,Asia,33702757.0,786521831573.333
185,Saudi Arabia,2019,0.7025181391378574,Asia,34268529.0,792966838160.0
186,Saudi Arabia,2020,0.7324964318984413,Asia,34813867.0,700117873253.333
187,Spain,2015,0.7350463352990734,Europe,46444832.0,1195119269971.52
188,Spain,2016,0.7478900670850465,Europe,46484062.0,1232076017361.53
189,Spain,2017,0.7658958964294762,Europe,46593236.0,1309297246509.31
190,Spain,2018,0.7203300190395598,Europe,46797754.0,1420300232663.59
191,Spain,2019,0.6980367050789585,Europe,47134837.0,1393046093137.25
192,Spain,2020,0.7314281011866215,Europe,47363419.0,1281484640043.58
193,Malta,2015,0.7293597304128054,Europe,445053.0,11091434483.5238
194,Malta,2016,0.7753732958234149,Europe,455356.0,11721521912.7202
195,Malta,2017,0.7914945896358122,Europe,467999.0,13221298307.8894
196,Malta,2018,0.7873915802834779,Europe,484630.0,14864712990.1631
197,Malta,2019,0.7774221084080238,Europe,504062.0,15215714309.0974
198,Malta,2020,0.8023770265621749,Europe,515332.0,14647384607.604
199,El Salvador,2015,0.693133951137321,North America,6325121.0,23438240000.0
200,El Salvador,2016,0.6844838779484959,North America,6356137.0,24191430000.0
201,El Salvador,2017,0.6833194953106024,North America,6388124.0,24979190000.0
202,El Salvador,2018,0.6900782737465623,North America,6420740.0,26020850000.0
203,El Salvador,2019,0.6764831412718737,North America,6453550.0,26896660000.0
204,El Salvador,2020,0.7213933981652223,North America,6486201.0,24638720000.0
205,Uzbekistan,2015,0.6663858466722832,Asia,31298900.0,86196265191.6645
206,Uzbekistan,2016,0.6669552045011902,Asia,31847900.0,86138288615.1218
207,Uzbekistan,2017,0.676713469847163,Asia,32388600.0,62081323299.0324
208,Uzbekistan,2018,0.6750581764332558,Asia,32956100.0,52633143808.1824
209,Uzbekistan,2019,0.65962441314554,Asia,33580350.0,59907674027.4676
210,Uzbekistan,2020,0.7040901535185794,Asia,34232050.0,59929951114.3598
211,Slovakia,2015,0.6647009267059816,Europe,5423801.0,88601289843.0917
212,Slovakia,2016,0.6866479117074227,Europe,5430798.0,89614053143.7939
213,Slovakia,2017,0.702931441026176,Europe,5439232.0,95157888666.9967
214,Slovakia,2018,0.6913475777448699,Europe,5446771.0,105561218935.334
215,Slovakia,2019,0.6647460520699958,Europe,5454147.0,105284375640.698
216,Slovakia,2020,0.7084780049613759,Europe,5458827.0,105172564491.569
217,Japan,2015,0.66301600673968,Asia,127141000.0,4444930651964.18
218,Japan,2016,0.6526725816922745,Asia,126994511.0,5003677627544.24
219,Japan,2017,0.6661849568018929,Asia,126785797.0,4930837369151.42
220,Japan,2018,0.6367675058176433,Asia,126529100.0,5036891740656.35
221,Japan,2019,0.59816474605207,Asia,126264931.0,5148781948478.17
222,Japan,2020,0.6302987444921759,Asia,125836021.0,5057758958706.64
223,South Korea,2015,0.6623841617523168,Asia,51014947.0,1465773245547.15
224,South Korea,2016,0.6340618913655053,Asia,51217803.0,1500111596236.37
225,South Korea,2017,0.649256745845358,Asia,51361911.0,1623901496835.79
226,South Korea,2018,0.6283054791622593,Asia,51585058.0,1724845615629.26
227,South Korea,2019,0.6000853606487409,Asia,51764822.0,1651422932447.77
228,South Korea,2020,0.6306039428932283,Asia,51836239.0,1637895802792.9
229,Ecuador,2015,0.6604886267902275,South America,16212022.0,99290381000.0
230,Ecuador,2016,0.6645747673663709,South America,16491116.0,99937696000.0
231,Ecuador,2017,0.6843517237037822,South America,16785356.0,104295862000.0
232,Ecuador,2018,0.6490374444679501,South America,17084359.0,107562008000.0
233,Ecuador,2019,0.6284677763551002,South America,17373657.0,108108009000.0
234,Ecuador,2020,0.6406768526369988,South America,17643060.0,98808010000.0
235,Italy,2015,0.6548020219039598,Europe,60730582.0,1835899237320.04
236,Italy,2016,0.6647911707422636,Europe,60627498.0,1875797463583.87
237,Italy,2017,0.6752683894721965,Europe,60536709.0,1956950469673.29
238,Italy,2018,0.6547493124603343,Europe,60421760.0,2090910879119.33
239,Italy,2019,0.6700810926163038,Europe,59729081.0,2009383867307.45
240,Italy,2020,0.7288527002137265,Europe,59449527.0,1888709443687.48
241,Bolivia,2015,0.642586352148273,South America,10869732.0,33000198248.3362
242,Bolivia,2016,0.6312486474789006,South America,11031822.0,33941126200.0606
243,Bolivia,2017,0.6461601591045306,South America,11192853.0,37508642165.3366
244,Bolivia,2018,0.6022847471969536,South America,11353140.0,40287647930.4761
245,Bolivia,2019,0.5753307725138711,South America,11513102.0,40895322843.7851
246,Bolivia,2020,0.6067762763794233,South America,11673029.0,36572764862.8234
247,Moldova,2015,0.6423757371524854,Europe,2834530.0,7745231660.33425
248,Moldova,2016,0.6474789006708505,Europe,2802170.0,8071480540.86068
249,Moldova,2017,0.649256745845358,Europe,2755158.0,9669759987.02633
250,Moldova,2018,0.5785910725618785,Europe,2708214.0,11456728401.3069
251,Moldova,2019,0.5219803670507895,Europe,2664974.0,11970233939.8808
252,Moldova,2020,0.5800679194923969,Europe,2620495.0,11915547262.6561
253,Paraguay,2015,0.6400589721988207,South America,6688746.0,36211372702.8085
254,Paraguay,2016,0.5697900887253842,South America,6777878.0,36089550659.0914
255,Paraguay,2017,0.5780346601740436,South America,6867058.0,38997129473.5558
256,Paraguay,2018,0.5872646498836471,South America,6956069.0,40225448340.6322
257,Paraguay,2019,0.5676483141271874,South America,7044639.0,37906944074.6128
258,Paraguay,2020,0.5962074080021141,South America,7132530.0,35670301496.1061
259,Kazakhstan,2015,0.6352148272957037,Asia,17542806.0,184388432148.715
260,Kazakhstan,2016,0.652239774940489,Asia,17794055.0,137278320084.171
261,Kazakhstan,2017,0.6453343567022433,Asia,18037776.0,166805800595.704
262,Kazakhstan,2018,0.6103236725195684,Asia,18276452.0,179339994859.384
263,Kazakhstan,2019,0.5817328211694409,Asia,18513673.0,181667190075.541
264,Kazakhstan,2020,0.6659925770499674,Asia,18754440.0,171082379532.988
265,Slovenia,2015,0.6337405223251896,Europe,2063531.0,43090173394.6913
266,Slovenia,2016,0.6195628651806968,Europe,2065042.0,44736333522.4522
267,Slovenia,2017,0.6327414853093256,Europe,2066388.0,48469082710.3089
268,Slovenia,2018,0.6437486778083352,Europe,2073894.0,54137142149.4799
269,Slovenia,2019,0.6476739223218096,Europe,2088385.0,54178877605.9999
270,Slovenia,2020,0.7242740883476695,Europe,2102419.0,53589609580.7099
271,Lithuania,2015,0.6305812973883742,Europe,2904910.0,41418872976.1196
272,Lithuania,2016,0.6293010170958666,Europe,2868231.0,43018087237.5741
273,Lithuania,2017,0.6624689936496706,Europe,2828403.0,47640770634.427
274,Lithuania,2018,0.6445948804738735,Europe,2801543.0,53724663842.5623
275,Lithuania,2019,0.6542893725992317,Europe,2794137.0,54697379017.3332
276,Lithuania,2020,0.696058570391068,Europe,2794885.0,56546957475.4912
277,Nicaragua,2015,0.6295282224094357,North America,6223234.0,12756706583.3113
278,Nicaragua,2016,0.6680372213806535,North America,6303970.0,13286083644.8761
279,Nicaragua,2017,0.6973575455172024,North America,6384843.0,13785876629.3189
280,Nicaragua,2018,0.6845779564205627,North America,6465502.0,13025239912.2751
281,Nicaragua,2019,0.6448997012377294,North America,6545503.0,12611218627.0632
282,Nicaragua,2020,0.6811019415702362,North America,6624554.0,12621505382.6062
283,Peru,2015,0.6286857624262848,South America,30470739.0,189805300841.603
284,Peru,2016,0.6141527807833803,South America,30926036.0,191895943823.887
285,Peru,2017,0.6238645770686322,South America,31444299.0,211007207483.515
286,Peru,2018,0.5834567378887244,South America,31989265.0,222574697255.522
287,Peru,2019,0.5578318395219803,South America,32510462.0,228470919605.669
288,Peru,2020,0.6161814794283064,South America,32971846.0,202014363787.233
289,Belarus,2015,0.6263689974726201,Europe,9461076.0,56454734396.5842
290,Belarus,2016,0.6269205799610473,Europe,9469379.0,47722657820.6675
291,Belarus,2017,0.5937241183077866,Europe,9458989.0,54726595249.1849
292,Belarus,2018,0.5453776179394965,Europe,9438785.0,60031262269.3365
293,Belarus,2019,0.47801963294921046,Europe,9419758.0,64409647193.8044
294,Belarus,2020,0.5671715386504621,Europe,9379952.0,60258239055.5829
295,Poland,2015,0.6217354675652909,Europe,37986412.0,477811911394.084
296,Poland,2016,0.6340618913655053,Europe,37970087.0,472630364208.177
297,Poland,2017,0.6771263218289477,Europe,37974826.0,526508877305.321
298,Poland,2018,0.6807700444256399,Europe,37974750.0,587411745161.558
299,Poland,2019,0.6613316261203586,Europe,37965475.0,597280564671.563
300,Poland,2020,0.6904879502586598,Europe,37899070.0,596624355719.671
301,Croatia,2015,0.6149957877000845,Europe,4203604.0,50163192883.1515
302,Croatia,2016,0.558969919930751,Europe,4174349.0,52295158344.2544
303,Croatia,2017,0.5367465088339646,Europe,4124531.0,56214427431.2
304,Croatia,2018,0.5111064099851914,Europe,4087843.0,62247874948.8225
305,Croatia,2019,0.501280409731114,Europe,4065253.0,62246206340.5469
306,Croatia,2020,0.5604563565508136,Europe,4047680.0,57203783203.0259
307,Libya,2015,0.6139427127211458,Africa,6418315.0,27842131479.8726
308,Libya,2016,0.5864531486691192,Africa,6492160.0,26197143268.1243
309,Libya,2017,0.5846407840761989,Africa,6580723.0,37883243650.452
310,Libya,2018,0.5629363232494182,Africa,6678565.0,52607888717.9487
311,Libya,2019,0.5211267605633804,Africa,6777453.0,52091152228.3425
312,Libya,2020,0.5574230216682033,Africa,6871287.0,25418916028.8964
313,Russia,2015,0.6059393428812133,Europe,144096870.0,1363481063446.77
314,Russia,2016,0.6386063622592512,Europe,144342397.0,1276786979221.81
315,Russia,2017,0.6750618650425863,Europe,144496739.0,1574199387070.9
316,Russia,2018,0.6145546858472604,Europe,144477859.0,1657328865709.99
317,Russia,2019,0.5473751600512163,Europe,144406261.0,1687448525466.61
318,Russia,2020,0.5683352949781619,Europe,144104080.0,1483497784867.6
319,Cyprus,2015,0.6002527379949454,Asia,1160987.0,19842404304.8929
320,Cyprus,2016,0.5715213157325255,Asia,1170189.0,20953442550.3653
321,Cyprus,2017,0.604459057343949,Asia,1179685.0,22870833709.8961
323,Cyprus,2018,0.6044002538607995,Asia,1189262.0,25522671232.8767
