,country,year,hap_score,region,population,GDP
324,Cyprus,2019,0.6323090055484422,Asia,1198574.0,25758357774.5438
326,Cyprus,2020,0.6852798384200869,Asia,1207361.0,24612646487.7213
327,Algeria,2015,0.5825610783487786,Africa,39728020.0,165979279263.174
328,Algeria,2016,0.7465916468296906,Africa,40551398.0,160034163871.455
329,Algeria,2017,0.6562758201680159,Africa,41389174.0,170097014589.134
330,Algeria,2018,0.5056060926591919,Africa,42228415.0,174910878623.049
331,Algeria,2019,0.45411865130174994,Africa,43053054.0,171767403748.19
332,Algeria,2020,0.4651455083062717,Africa,43851043.0,145009181490.62
333,Estonia,2015,0.5454928390901433,Europe,1315407.0,22881558191.8523
334,Estonia,2016,0.5652456178316383,Europe,1315790.0,24056487770.898
335,Estonia,2017,0.6023946989963054,Europe,1317384.0,26857880621.935
336,Estonia,2018,0.5995345885339538,Europe,1321977.0,30474612057.4484
337,Estonia,2019,0.5996585574050362,Europe,1326855.0,31045591753.4901
338,Estonia,2020,0.6591056468889703,Europe,1329479.0,30650285471.7215
339,Indonesia,2015,0.5391743892165123,Asia,258383257.0,860854235065.079
340,Indonesia,2016,0.5213157325254274,Asia,261556386.0,931877364177.742
341,Indonesia,2017,0.5303468109227016,Asia,264650969.0,1015618742565.81
342,Indonesia,2018,0.46287285804950284,Asia,267670549.0,1042271531011.99
343,Indonesia,2019,0.4500640204865557,Asia,270625567.0,1119091259074.62
344,Indonesia,2020,0.5186577385047042,Asia,273523621.0,1058423838345.14
345,Vietnam,2015,0.5309604043807921,Asia,92677082.0,193241108709.536
346,Vietnam,2016,0.4665656784245834,Asia,93640435.0,205276172134.901
347,Vietnam,2017,0.4915358699120531,Asia,94600643.0,223779865815.183
348,Vietnam,2018,0.4649883647133488,Asia,95545959.0,245213686369.157
349,Vietnam,2019,0.4464361929150661,Asia,96462108.0,261921244843.172
350,Vietnam,2020,0.5316112474316481,Asia,97338583.0,271158442448.537
351,Turkey,2015,0.5250631844987363,Asia,78529413.0,864316670330.882
352,Turkey,2016,0.5375459857173772,Asia,79827868.0,869692960365.551
353,Turkey,2017,0.5794797405490101,Asia,81116451.0,858996263095.858
354,Turkey,2018,0.5453776179394965,Asia,82340090.0,778471901665.148
355,Turkey,2019,0.4886897140418267,Asia,83429607.0,761004425605.414
356,Turkey,2020,0.48931667094277415,Asia,84339067.0,719954821683.31
357,Nigeria,2015,0.5115838247683235,Africa,181137454.0,486803295097.89
358,Nigeria,2016,0.42631465050854794,Africa,185960244.0,404650006428.613
359,Nigeria,2017,0.4915358699120531,Africa,190873247.0,375746469538.666
360,Nigeria,2018,0.47598899936534805,Africa,195874685.0,397190484464.308
361,Nigeria,2019,0.4656423388817754,Africa,200963603.0,448120428858.769
362,Nigeria,2020,0.41153803449050674,Africa,206139587.0,432293776262.398
363,Azerbaijan,2015,0.4997893850042123,Asia,9649341.0,53074370486.0433
364,Azerbaijan,2016,0.5163384548798962,Asia,9757812.0,37867518957.1975
365,Azerbaijan,2017,0.5245664894228337,Asia,9854033.0,40865558912.3867
366,Azerbaijan,2018,0.48572033001903947,Asia,9939771.0,47112941176.4706
367,Azerbaijan,2019,0.4534784464361929,Asia,10024283.0,48174235294.1176
368,Azerbaijan,2020,0.49561221666357835,Asia,10093121.0,42607176470.5882
369,Pakistan,2015,0.4959983150800338,Asia,199426953.0,270556131701.171
370,Pakistan,2016,0.4819303181129625,Asia,203631356.0,278654637737.69
371,Pakistan,2017,0.5317918912976681,Asia,207906210.0,304567253219.097
372,Pakistan,2018,0.543050560609266,Asia,212228288.0,314567541558.339
373,Pakistan,2019,0.5484421681604779,Asia,216565317.0,279056608888.638
374,Pakistan,2020,0.5964362839576979,Asia,220892331.0,262610002938.509
375,Montenegro,2015,0.49557708508845844,Europe,622159.0,4052913385.82677
376,Montenegro,2016,0.4882060160138497,Europe,622303.0,4374128318.58407
377,Montenegro,2017,0.5251857673955128,Europe,622373.0,4844592066.71174
378,Montenegro,2018,0.5166067273111912,Europe,622227.0,5504166666.66667
379,Montenegro,2019,0.5206999573196756,Europe,622028.0,5542674317.06225
380,Montenegro,2020,0.5683543983393476,Europe,621306.0,4769860740.74074
381,China,2015,0.4846251053074979,Asia,1379860000.0,11061553079871.5
382,China,2016,0.5063838995888336,Asia,1387790000.0,11233276536744.7
383,China,2017,0.5326175952612398,Asia,1396215000.0,12310409370894.2
384,China,2018,0.4952401100063466,Asia,1402760000.0,13894817549380.3
385,China,2019,0.4498506188647033,Asia,1407745000.0,14279937467431.0
386,China,2020,0.4878095096824248,Asia,1410929362.0,14722730697890.1
387,Zambia,2015,0.4823083403538332,Africa,15879370.0,21251216798.7762
388,Zambia,2016,0.4090023804371348,Africa,16363449.0,20958412538.3093
389,Zambia,2017,0.37592894772111657,Africa,16853608.0,25873601260.8353
390,Zambia,2018,0.3114025809181299,Africa,17351714.0,26311590296.7021
391,Zambia,2019,0.2185232607767819,Africa,17861034.0,23308667781.2258
392,Zambia,2020,0.22749816095141537,Africa,18383956.0,18110631358.3114
393,Romania,2015,0.4812552653748947,Europe,19815616.0,177729210874.504
394,Romania,2016,0.5676260549664573,Europe,19702267.0,188128818486.401
395,Romania,2017,0.6465730110863174,Europe,19588715.0,211695422578.655
396,Romania,2018,0.6431140258091813,Europe,19473970.0,241457403085.042
397,Romania,2019,0.637430644472898,Europe,19371648.0,249881592298.072
398,Romania,2020,0.6785455529592528,Europe,19257520.0,248715551366.635
399,Portugal,2015,0.4766217354675654,Europe,10358076.0,199313894327.486
400,Portugal,2016,0.47998268772992864,Europe,10325452.0,206286022781.894
401,Portugal,2017,0.5165152851457119,Europe,10300300.0,220811110492.149
402,Portugal,2018,0.5299344192934208,Europe,10283822.0,242194788533.537
403,Portugal,2019,0.556978233034571,Europe,10286263.0,239986922638.902
404,Portugal,2020,0.6379488069639405,Europe,10297081.0,228539245045.341
405,Latvia,2015,0.4757792754844145,Europe,1977527.0,27252128626.6281
406,Latvia,2016,0.5745509629950226,Europe,1959537.0,28064533352.2849
407,Latvia,2017,0.6517340546135062,Europe,1942248.0,30408509601.8003
408,Latvia,2018,0.6405754178125661,Europe,1927174.0,34412210812.2783
409,Latvia,2019,0.6096884336320957,Europe,1913822.0,34308783825.3019
410,Latvia,2020,0.6454080180131709,Europe,1900449.0,33707320816.3036
411,Philippines,2015,0.47051390058972214,Asia,102113206.0,306446140627.933
412,Philippines,2016,0.5137416143691841,Asia,103663812.0,318626761492.305
413,Philippines,2017,0.5650288383606233,Asia,105172921.0,328480867143.204
414,Philippines,2018,0.5540511952612651,Asia,106651394.0,346842094174.513
415,Philippines,2019,0.5437473324797268,Asia,108116622.0,376823278560.849
416,Philippines,2020,0.6560914153675457,Asia,109581085.0,361489325230.731
417,Morocco,2015,0.45787700084246,Africa,34663608.0,101179808076.36
418,Morocco,2016,0.4860419822549231,Africa,35126274.0,103311649248.024
419,Morocco,2017,0.5247729154137261,Africa,35581257.0,109682728023.112
420,Morocco,2018,0.4969325153374232,Africa,36029089.0,118096227400.092
421,Morocco,2019,0.4534784464361929,Africa,36471766.0,119870439113.662
422,Morocco,2020,0.4822579927204282,Africa,36910558.0,114725065285.149
434,Albania,2015,0.44650379106992416,Europe,2880703.0,11386850129.8411
435,Albania,2016,0.37870590781216196,Europe,2876101.0,11861199830.8396
436,Albania,2017,0.40276629531152663,Europe,2873457.0,13019689336.6919
437,Albania,2018,0.3556166701925112,Europe,2866376.0,15156432309.8977
438,Albania,2019,0.3491250533504055,Europe,2854191.0,15400242874.8812
439,Albania,2020,0.4417947880640934,Europe,2837849.0,14887629268.2927
440,Mongolia,2015,0.4286015164279697,Asia,2998433.0,11619892396.0767
441,Mongolia,2016,0.4332395585371132,Asia,3056358.0,11181350461.4723
442,Mongolia,2017,0.4669694050988989,Asia,3113788.0,11480847745.3187
443,Mongolia,2018,0.46964247937381004,Asia,3170214.0,13178094459.4548
444,Mongolia,2019,0.469910371318822,Asia,3225166.0,14206359006.8095
445,Mongolia,2020,0.5512037982020936,Asia,3278292.0,13312981594.573
446,Greece,2015,0.42502106149957886,Europe,10820883.0,195604846736.019
447,Greece,2016,0.4605063838995889,Europe,10775971.0,193017030649.7
448,Greece,2017,0.5231214090478672,Europe,10754679.0,199350781053.185
449,Greece,2018,0.5189337846414216,Europe,10732882.0,211945897765.431
450,Greece,2019,0.4703371745625266,Europe,10721582.0,205144152830.847
451,Greece,2020,0.5624212697223304,Europe,10700556.0,188835201625.91
452,Hungary,2015,0.4130160067396799,Europe,9843028.0,125210324613.14
453,Hungary,2016,0.4847435619995671,Europe,9814023.0,128636108315.474
454,Hungary,2017,0.5431461083065097,Europe,9787966.0,143136245596.988
455,Hungary,2018,0.5743600592341866,Europe,9775564.0,160586833778.457
456,Hungary,2019,0.5708493384549722,Europe,9771141.0,163526491433.29
457,Hungary,2020,0.6550230846557259,Europe,9750149.0,155808436238.487
458,Honduras,2015,0.4104886267902276,North America,9112904.0,20833948799.5352
459,Honduras,2016,0.4254490370049774,North America,9270794.0,21566622849.6057
460,Honduras,2017,0.5136251243957769,North America,9429016.0,22975415842.4648
461,Honduras,2018,0.549820181933573,North America,9587523.0,23900438563.7271
462,Honduras,2019,0.5926163038839095,North America,9746115.0,24915522849.1544
463,Honduras,2020,0.6460185056237752,North America,9904608.0,23662231633.9139
464,Tunisia,2015,0.4001684919966302,Africa,11179951.0,45780069046.659
465,Tunisia,2016,0.4631032244103008,Africa,11303942.0,44360775649.1664
466,Tunisia,2017,0.4360032423744818,Africa,11433438.0,42163974956.4834
467,Tunisia,2018,0.35688597419081863,Africa,11565203.0,42570270107.1147
468,Tunisia,2019,0.29406743491250537,Africa,11694721.0,41804581484.3655
469,Tunisia,2020,0.34822006822553236,Africa,11818618.0,41620349986.3089
470,Bangladesh,2015,0.3906908171861837,Asia,156256287.0,195078678697.23
471,Bangladesh,2016,0.3761090673014499,Asia,157977151.0,221415188000.475
472,Bangladesh,2017,0.39533436900708196,Asia,159685421.0,249710922462.309
473,Bangladesh,2018,0.3374233128834356,Asia,161376713.0,274038973437.275
474,Bangladesh,2019,0.29300042680324373,Asia,163046173.0,302571320445.75
475,Bangladesh,2020,0.4322751470374185,Asia,164689383.0,323056957972.312
476,Iran,2015,0.3890058972198821,Asia,78492208.0,384951479697.42
477,Iran,2016,0.4128976412032027,Asia,79563991.0,417983583565.54
478,Iran,2017,0.4126754319454017,Asia,80673888.0,445345256459.105
479,Iran,2018,0.3812143008250476,Asia,81800204.0,294356680624.658
480,Iran,2019,0.3126333760136577,Asia,82913893.0,258245497664.394
481,Iran,2020,0.4016749885311823,Asia,83992953.0,203471303952.344
482,Ukraine,2015,0.38795282224094363,Europe,45154036.0,91030959454.6961
483,Ukraine,2016,0.3070763903916901,Europe,45004673.0,93355993628.5042
484,Ukraine,2017,0.2896366818887383,Europe,44831135.0,112090530368.543
485,Ukraine,2018,0.2534376983287497,Europe,44622518.0,130891049796.879
486,Ukraine,2019,0.2665386256935552,Europe,44386203.0,153882982016.281
487,Ukraine,2020,0.38036550390598933,Europe,44134693.0,155498989149.587
488,Iraq,2015,0.3871103622577927,Asia,35572269.0,166774109673.732
489,Iraq,2016,0.3613936377407488,Asia,36610632.0,166602488747.885
490,Iraq,2017,0.37241950899850446,Asia,37552789.0,187217660050.676
491,Iraq,2018,0.32811508356251334,Asia,38433604.0,227367469034.031
492,Iraq,2019,0.28894579598804954,Asia,39309789.0,235097182233.503
493,Iraq,2020,0.4231180144953525,Asia,40222503.0,166756984395.973
494,South Africa,2015,0.3797388374052234,Africa,55386369.0,346709790458.563
495,South Africa,2016,0.3362908461371997,Africa,56207649.0,323585509674.481
496,South Africa,2017,0.44095785991077824,Africa,57009751.0,381448814653.456
497,South Africa,2018,0.38481066215358584,Africa,57792520.0,404842116738.074
498,South Africa,2019,0.3497652582159625,Africa,58558267.0,387934574098.17
499,South Africa,2020,0.42870764698967245,Africa,59308690.0,335442101366.417
500,Ghana,2015,0.377843302443134,Africa,27849203.0,49406568432.6711
501,Ghana,2016,0.2966890283488422,Africa,28481947.0,56165172898.8695
502,Ghana,2017,0.2945912009863169,Africa,29121464.0,60406382898.5174
503,Ghana,2018,0.37063676750581764,Africa,29767108.0,67299280679.563
504,Ghana,2019,0.40823730260349983,Africa,30417858.0,68337537815.7703
505,Ghana,2020,0.4924071337196193,Africa,31072945.0,68532281805.6722
506,Zimbabwe,2015,0.372999157540017,Africa,13814642.0,19963120600.0
507,Zimbabwe,2016,0.2787275481497511,Africa,14030338.0,20548678100.0
508,Zimbabwe,2017,0.24401319098504204,Africa,14236599.0,17584890936.6523
509,Zimbabwe,2018,0.16649037444467957,Africa,14438812.0,18115543790.7855
510,Zimbabwe,2019,0.12377294067434905,Africa,14645473.0,19284289739.0517
511,Zimbabwe,2020,0.13970392483893418,Africa,14862927.0,18051170798.941
512,India,2015,0.36352148272957047,Asia,1310152392.0,2103587813812.75
513,India,2016,0.3243886604631032,Asia,1324517250.0,2294797980509.01
514,India,2017,0.334847222371932,Asia,1338676779.0,2651472946374.91
515,India,2018,0.27184260630421,Asia,1352642283.0,2701111782775.03
516,India,2019,0.1988903115663678,Asia,1366417756.0,2870504096717.77
517,India,2020,0.19199508881688426,Asia,1380004385.0,2660245248867.63
522,Ethiopia,2015,0.3523588879528222,Africa,100835453.0,64589334978.8013
523,Ethiopia,2016,0.34689461155594026,Africa,103603461.0,74296618481.0882
524,Ethiopia,2017,0.3647811567031674,Africa,106399926.0,81770791970.982
525,Ethiopia,2018,0.3056907129257457,Africa,109224410.0,84269348327.3454
526,Ethiopia,2019,0.25672215108834817,Africa,112078727.0,95912590628.1412
527,Ethiopia,2020,0.30892061989689734,Africa,114963583.0,107645054311.876
528,Mauritania,2015,0.33635214827295706,Africa,4046304.0,6166857628.62212
529,Mauritania,2016,0.2804587751568924,Africa,4163532.0,6398744505.08129
530,Mauritania,2017,0.3300990308265279,Africa,4282582.0,6799075418.99441
531,Mauritania,2018,0.3069600169240533,Africa,4403312.0,7354430040.11966
532,Mauritania,2019,0.3002560819462228,Africa,4525698.0,7889662452.16785
533,Mauritania,2020,0.34486243177145826,Africa,4649660.0,7913680231.1828
534,Kenya,2015,0.3327716933445661,Africa,47878339.0,70120413328.7838
535,Kenya,2016,0.3140012984202553,Africa,49051531.0,74815121314.9381
536,Kenya,2017,0.38398015199824037,Africa,50221146.0,82035800868.187
537,Kenya,2018,0.3183837529088217,Africa,51392570.0,92202956320.532
538,Kenya,2019,0.304310712761417,Africa,52573967.0,100555485831.944
539,Kenya,2020,0.3846198140098083,Africa,53771300.0,101013726529.063
541,Armenia,2015,0.3182392586352148,Asia,2925559.0,10553337672.9872
542,Armenia,2016,0.3148669119238261,Asia,2936147.0,10546135160.031
543,Armenia,2017,0.34744009376484764,Asia,2944789.0,11527458565.7334
544,Armenia,2018,0.2995557436005923,Asia,2951741.0,12457941907.0333
545,Armenia,2019,0.31498079385403327,Asia,2957728.0,13619291361.2814
546,Armenia,2020,0.4025143520973703,Asia,2963234.0,12641209802.112
547,Botswana,2015,0.31444818871103625,Africa,2120716.0,13578754072.4652
548,Botswana,2016,0.2313352088292578,Africa,2159925.0,15082578064.8002
549,Botswana,2017,0.2215111337388924,Africa,2205076.0,16088437675.1648
550,Botswana,2018,0.1449122064734504,Africa,2254067.0,16914245098.0392
551,Botswana,2019,0.08642765685019202,Africa,2303703.0,16593720655.6402
552,Botswana,2020,0.17398602175225655,Africa,2351625.0,15061922801.6271
553,Georgia,2015,0.3070766638584667,Asia,3725276.0,14953950557.4406
554,Georgia,2016,0.2914953473274183,Asia,3727505.0,15141758566.7808
555,Georgia,2017,0.3288603764424538,Asia,3728004.0,16242916915.7203
556,Georgia,2018,0.3035752062618997,Asia,3726549.0,17599700090.762
557,Georgia,2019,0.30644472897994024,Asia,3720161.0,17477255562.2583
558,Georgia,2020,0.4017131040635054,Asia,3722716.0,15846489610.8073
559,Malawi,2015,0.30602358887952824,Africa,16745305.0,6373212640.84604
560,Malawi,2016,0.2707206232417225,Africa,17205253.0,5433040159.88747
561,Malawi,2017,0.2636250874812587,Africa,17670193.0,8943543677.18899
562,Malawi,2018,0.14427755447429666,Africa,18143215.0,9880675785.93057
563,Malawi,2019,0.06978233034571062,Africa,18628749.0,11025357837.607
564,Malawi,2020,0.18526080335605016,Africa,19129955.0,12182348212.7073
565,Cameroon,2015,0.29759898904802023,Africa,23298376.0,32210232911.6626
566,Cameroon,2016,0.34797662843540356,Africa,23926549.0,33814337900.2831
567,Cameroon,2017,0.41329480835679866,Africa,24566070.0,36098550141.5897
568,Cameroon,2018,0.4379098794161201,Africa,25216261.0,39973839064.6084
569,Cameroon,2019,0.4184805804524113,Africa,25876387.0,39670977332.7348
570,Cameroon,2020,0.4803693108043322,Africa,26545864.0,40804449726.0184
571,Bulgaria,2015,0.2904380791912385,Europe,7177991.0,50781996712.7635
572,Bulgaria,2016,0.283921229171175,Europe,7127822.0,53953897624.4344
573,Bulgaria,2017,0.4172171974999134,Europe,7075947.0,59199447421.4924
574,Bulgaria,2018,0.429024751427967,Europe,7025037.0,66363422450.2112
575,Bulgaria,2019,0.4114383269312847,Europe,6975761.0,68915416141.9576
576,Bulgaria,2020,0.4835361870259199,Europe,6934015.0,69889347433.4324
577,Egypt,2015,0.2853833192923336,Africa,92442549.0,329366576819.407
578,Egypt,2016,0.31529971867561135,Africa,94447071.0,332441717791.411
579,Egypt,2017,0.42155243862481284,Africa,96442590.0,235733695652.174
580,Egypt,2018,0.320287708906283,Africa,98423602.0,249712999437.254
581,Egypt,2019,0.2311139564660692,Africa,100388076.0,303080865603.645
582,Egypt,2020,0.30228166905266957,Africa,102334403.0,365252651278.852
587,Mali,2015,0.24347093513058135,Africa,17438772.0,13104764333.9941
588,Mali,2016,0.2527591430426316,Africa,17965448.0,14026048690.7312
589,Mali,2017,0.30904210317470365,Africa,18512429.0,15365714371.3316
590,Mali,2018,0.3262111275650519,Africa,19077755.0,17070866299.0945
591,Mali,2019,0.27891591976099006,Africa,19658023.0,17280251193.9527
592,Mali,2020,0.41253004275685784,Africa,20250834.0,17465392915.9153
593,Uganda,2015,0.22999157540016854,Africa,38225447.0,32387183844.6574
594,Uganda,2016,0.1804804154944817,Africa,39649173.0,29203988814.8973
595,Uganda,2017,0.2865399967091951,Africa,41166588.0,30744473911.5312
596,Uganda,2018,0.2657076369790564,Africa,42729032.0,32927025573.4296
597,Uganda,2019,0.23602219376867262,Africa,44269587.0,35353060634.2022
598,Uganda,2020,0.355812911613014,Africa,45741000.0,37600368180.9399
599,Senegal,2015,0.2243049705139006,Africa,14578450.0,17774766636.0459
600,Senegal,2016,0.2843540359229605,Africa,14993514.0,19040312815.1337
601,Senegal,2017,0.38026418884601804,Africa,15419354.0,20996564751.5994
602,Senegal,2018,0.3651364501798181,Africa,15854324.0,23116699808.1723
603,Senegal,2019,0.34101579172001706,Africa,16296362.0,23306213742.3602
604,Senegal,2020,0.4605097685459796,Africa,16743930.0,24644234594.6566
605,Gabon,2015,0.222620050547599,Africa,1947690.0,14383107714.0388
606,Gabon,2016,0.26314650508547943,Africa,2007882.0,14023890620.3384
607,Gabon,2017,0.36581338509634914,Africa,2064812.0,14929488770.7315
608,Gabon,2018,0.39200338481066216,Africa,2119275.0,16867325126.5423
609,Gabon,2019,0.3661971830985916,Africa,2172578.0,16874405839.7948
610,Gabon,2020,0.43160744053330524,Africa,2225728.0,15316826191.5682
611,Niger,2015,0.21187868576242636,Africa,20001663.0,9683867893.68343
612,Niger,2016,0.2057996104739234,Africa,20788789.0,10398862244.9737
613,Niger,2017,0.27559863168213833,Africa,21602388.0,11185102399.5762
614,Niger,2018,0.26676539031097957,Africa,22442831.0,12808660528.0617
615,Niger,2019,0.32970550576184376,Africa,23310719.0,12916455161.1081
616,Niger,2020,0.446926577647972,Africa,24206636.0,13741378450.136
617,Tanzania,2015,0.19839932603201355,Africa,51482638.0,47378599025.3044
618,Tanzania,2016,0.16468296905431726,Africa,53049231.0,49774021003.0748
619,Tanzania,2017,0.1354252446780476,Africa,54660345.0,53320625958.5628
620,Tanzania,2018,0.08419716522107047,Africa,56313444.0,57003713610.7625
621,Tanzania,2019,0.03158344003414419,Africa,58005461.0,61136873692.3985
622,Tanzania,2020,0.17347095975753235,Africa,59734213.0,62409709110.9538
623,Madagascar,2015,0.1773378264532435,Africa,24234080.0,11323020828.5844
624,Madagascar,2016,0.17095866695520448,Africa,24894370.0,11848613735.1908
625,Madagascar,2017,0.19632534173370011,Africa,25570511.0,13176313593.5418
626,Madagascar,2018,0.18383752908821666,Africa,26262313.0,13760033096.5122
627,Madagascar,2019,0.1813913785744771,Africa,26969306.0,14104664514.87
628,Madagascar,2020,0.3049906113645422,Africa,27691019.0,13056079982.3887
634,Chad,2015,0.17438921651221567,Africa,14110971.0,10950392219.9104
635,Chad,2016,0.18567409651590566,Africa,14561658.0,10097778353.7651
636,Chad,2017,0.2566061115973166,Africa,15016761.0,10000395242.1457
637,Chad,2018,0.2953247302729004,Africa,15477727.0,11239167048.4916
638,Chad,2019,0.27037985488689703,Africa,15946882.0,11314951342.7807
639,Chad,2020,0.35403866767470976,Africa,16425859.0,10829076801.729
640,Guinea,2015,0.17207245155855103,Africa,11432096.0,8794202443.67366
641,Guinea,2016,0.15191516987665016,Africa,11738434.0,8595955581.21787
642,Guinea,2017,0.1680429137683236,Africa,12067516.0,10324668266.5921
643,Guinea,2018,0.22403215570129048,Africa,12414292.0,11857030336.5252
644,Guinea,2019,0.30964575330772504,Africa,12771246.0,13513809258.2131
645,Guinea,2020,0.4545003176742679,Africa,13132792.0,15681050917.1563
646,Ivory Coast,2015,0.17186183656276327,Africa,23226148.0,45814637971.4745
647,Ivory Coast,2016,0.21878381302748323,Africa,23822726.0,47964234560.0514
648,Ivory Coast,2017,0.30697764638834024,Africa,24437475.0,51588158717.5348
649,Ivory Coast,2018,0.3735984768352021,Africa,25069226.0,58011466450.8643
650,Ivory Coast,2019,0.3971404182671788,Africa,25716554.0,58539424929.7248
651,Ivory Coast,2020,0.5086802545675879,Africa,26378275.0,61348579465.1017
652,Burkina Faso,2015,0.15754001684919974,Africa,18110616.0,11832159275.603
653,Burkina Faso,2016,0.1804804154944817,Africa,18646350.0,12833363370.174
654,Burkina Faso,2017,0.2764244340844257,Africa,19193236.0,14106956830.0857
655,Burkina Faso,2018,0.32134546223820615,Africa,19751466.0,15890065019.7634
656,Burkina Faso,2019,0.32095603926589833,Africa,20321383.0,16178162030.0694
657,Burkina Faso,2020,0.42004656388964495,Africa,20903278.0,17933606353.1775
658,Afghanistan,2015,0.15501263689974734,Asia,34413603.0,19134211763.859
659,Afghanistan,2016,0.09846353603116209,Asia,35383028.0,18116562464.9088
660,Afghanistan,2017,0.22729145523875827,Asia,36296111.0,18753469630.2586
661,Afghanistan,2018,0.1537973344616036,Asia,37171922.0,18053228578.8878
662,Afghanistan,2019,0.02560819462227906,Asia,38041757.0,18799450742.7823
663,Afghanistan,2020,0.0,Asia,38928341.0,20116137325.8206
664,Benin,2015,0.10551811288963774,Africa,10575962.0,11388160958.249
665,Benin,2016,0.12529755464185244,Africa,10872072.0,11821066152.5979
666,Benin,2017,0.19900907649274072,Africa,11175192.0,12701654743.2149
667,Benin,2018,0.26147662365136454,Africa,11485035.0,14262407011.5254
668,Benin,2019,0.3841229193341869,Africa,11801151.0,14391686632.7821
669,Benin,2020,0.5053798370070226,Africa,12123198.0,15651545331.5404
670,Burundi,2015,0.013900589721988174,Africa,10160034.0,3104394858.11518
671,Burundi,2016,0.0,Africa,10488002.0,2732808556.84172
672,Burundi,2017,0.0437654601082272,Africa,10827010.0,2748180473.71333
673,Burundi,2018,0.0,Africa,11175379.0,2668495742.88443
674,Burundi,2019,0.1476739223218096,Africa,11530577.0,2631434363.22693
675,Burundi,2020,0.2305314958340256,Africa,11890781.0,2841786382.19063
676,Togo,2015,0.0,Africa,7323162.0,4180866177.03946
677,Togo,2016,0.08612854360528026,Africa,7509952.0,6031632168.17391
678,Togo,2017,0.16556560500017528,Africa,7698476.0,6395472574.41445
679,Togo,2018,0.23143642902475148,Africa,7889095.0,7112200725.00232
680,Togo,2019,0.21382842509603067,Africa,8082359.0,7220395247.7424
681,Togo,2020,0.3091113801293837,Africa,8278737.0,7574636978.66173
